Ligand,ordem,Affinity_mean,Positivos,Decoys,Tdecoys,Tpositivos,FracDocada,FracPositivos,,Conc(P),Fator Enriquecimento,FracDocada,positivos/total = ,"0,0204865557"
3iodo-2tetrahydroacridindecoy12,192,"-53,1",0,1,183,9,"0,246","0,563",,"0,047","2,2880","0,246",,
3iodo-2tetrahydroacridindecoy15,193,"-53,1",0,1,184,9,"0,247","0,563",,"0,047","2,2762","0,247",,
2iodo-4tetrahydroacridindecoy8,194,"-53,1",0,1,185,9,"0,248","0,563",,"0,046","2,2644","0,248",,
2iodo-2tetrahydroacridindecoy47,195,"-53,1",0,1,186,9,"0,250","0,563",,"0,046","2,2528","0,250",,
4iodo-3tetrahydroacridindecoy22,196,"-53,0",0,1,187,9,"0,251","0,563",,"0,046","2,2413","0,251",,
4iodo-4tetrahydroacridindecoy31,197,"-53,0",0,1,188,9,"0,252","0,563",,"0,046","2,2300","0,252",,
Tolserinedecoy36,198,"-52,9",0,1,189,9,"0,254","0,563",,"0,045","2,2187","0,254",,
4iodo-4tetrahydroacridindecoy35,199,"-52,9",0,1,190,9,"0,255","0,563",,"0,045","2,2076","0,255",,
Donepezildecoy28,200,"-52,9",0,1,191,9,"0,256","0,563",,"0,045","2,1965","0,256",,
Donepezildecoy49,201,"-52,9",0,1,192,9,"0,257","0,563",,"0,045","2,1856","0,257",,
Donepezildecoy19,202,"-52,9",0,1,193,9,"0,259","0,563",,"0,045","2,1748","0,259",,
3iodo-2tetrahydroacridindecoy16,203,"-52,9",0,1,194,9,"0,260","0,563",,"0,044","2,1641","0,260",,
Heptyl-physostigminedecoy30,204,"-52,9",0,1,195,9,"0,261","0,563",,"0,044","2,1534","0,261",,
4iodo-3tetrahydroacridindecoy25,205,"-52,8",0,1,196,9,"0,262","0,563",,"0,044","2,1429","0,262",,
Heptyl-physostigminedecoy5,206,"-52,8",0,1,197,9,"0,264","0,563",,"0,044","2,1325","0,264",,
Bis-tacrinedecoy39,207,"-52,8",0,1,198,9,"0,265","0,563",,"0,043","2,1222","0,265",,
3iodo-4tetrahydroacridindecoy15,208,"-52,7",0,1,199,9,"0,266","0,563",,"0,043","2,1120","0,266",,
4iodo-3tetrahydroacridindecoy40,209,"-52,7",0,1,200,9,"0,268","0,563",,"0,043","2,1019","0,268",,
4iodo-2tetrahydroacridindecoy10,210,"-52,7",0,1,201,9,"0,269","0,563",,"0,043","2,0919","0,269",,
4iodo-2tetrahydroacridindecoy42,211,"-52,6",0,1,202,9,"0,270","0,563",,"0,043","2,0820","0,270",,
Donepezil,212,"-52,6",1,0,202,10,"0,271","0,625",,"0,047","2,3024","0,271",,
4iodo-3tetrahydroacridindecoy2,213,"-52,6",0,1,203,10,"0,273","0,625",,"0,047","2,2916","0,273",,
3iodo-2tetrahydroacridindecoy21,214,"-52,6",0,1,204,10,"0,274","0,625",,"0,047","2,2809","0,274",,
Donepezildecoy4,215,"-52,6",0,1,205,10,"0,275","0,625",,"0,047","2,2703","0,275",,
3iodo-2tetrahydroacridindecoy37,216,"-52,5",0,1,206,10,"0,277","0,625",,"0,046","2,2598","0,277",,
2iodo-2tetrahydroacridindecoy8,217,"-52,5",0,1,207,10,"0,278","0,625",,"0,046","2,2494","0,278",,
4iodo-3tetrahydroacridindecoy15,218,"-52,5",0,1,208,10,"0,279","0,625",,"0,046","2,2391","0,279",,
Heptyl-physostigminedecoy37,219,"-52,5",0,1,209,10,"0,280","0,625",,"0,046","2,2288","0,280",,
2iodo-4tetrahydroacridindecoy44,220,"-52,4",0,1,210,10,"0,282","0,625",,"0,045","2,2187","0,282",,
4iodo-3tetrahydroacridindecoy43,221,"-52,4",0,1,211,10,"0,283","0,625",,"0,045","2,2087","0,283",,
Heptyl-physostigminedecoy4,222,"-52,4",0,1,212,10,"0,284","0,625",,"0,045","2,1987","0,284",,
Donepezildecoy31,223,"-52,4",0,1,213,10,"0,286","0,625",,"0,045","2,1889","0,286",,
2iodo-2tetrahydroacridindecoy40,224,"-52,3",0,1,214,10,"0,287","0,625",,"0,045","2,1791","0,287",,
3iodo-2tetrahydroacridindecoy20,225,"-52,3",0,1,215,10,"0,288","0,625",,"0,044","2,1694","0,288",,
Bis-tacrinedecoy43,226,"-52,3",0,1,216,10,"0,289","0,625",,"0,044","2,1598","0,289",,
3iodo-2tetrahydroacridindecoy28,227,"-52,3",0,1,217,10,"0,291","0,625",,"0,044","2,1503","0,291",,
4iodo-3tetrahydroacridindecoy1,228,"-52,3",0,1,218,10,"0,292","0,625",,"0,044","2,1409","0,292",,
Donepezildecoy35,229,"-52,2",0,1,219,10,"0,293","0,625",,"0,044","2,1315","0,293",,
4iodo-4tetrahydroacridindecoy29,230,"-52,2",0,1,220,10,"0,294","0,625",,"0,043","2,1222","0,294",,
3iodo-2tetrahydroacridindecoy7,231,"-52,1",0,1,221,10,"0,296","0,625",,"0,043","2,1130","0,296",,
3iodo-4tetrahydroacridindecoy8,232,"-52,1",0,1,222,10,"0,297","0,625",,"0,043","2,1039","0,297",,
Donepezildecoy12,233,"-52,1",0,1,223,10,"0,298","0,625",,"0,043","2,0949","0,298",,
2iodo-4tetrahydroacridindecoy32,234,"-52,1",0,1,224,10,"0,300","0,625",,"0,043","2,0860","0,300",,
2iodo-3tetrahydroacridindecoy43,235,"-52,0",0,1,225,10,"0,301","0,625",,"0,043","2,0771","0,301",,
Donepezildecoy39,236,"-52,0",0,1,226,10,"0,302","0,625",,"0,042","2,0683","0,302",,
2iodo-3tetrahydroacridindecoy46,237,"-52,0",0,1,227,10,"0,303","0,625",,"0,042","2,0596","0,303",,
4iodo-3tetrahydroacridindecoy26,238,"-51,8",0,1,228,10,"0,305","0,625",,"0,042","2,0509","0,305",,
Heptyl-physostigminedecoy43,239,"-51,8",0,1,229,10,"0,306","0,625",,"0,042","2,0423","0,306",,
2iodo-2tetrahydroacridindecoy24,240,"-51,8",0,1,230,10,"0,307","0,625",,"0,042","2,0338","0,307",,
3iodo-4tetrahydroacridindecoy46,241,"-51,8",0,1,231,10,"0,309","0,625",,"0,041","2,0254","0,309",,
Tolserinedecoy5,242,"-51,8",0,1,232,10,"0,310","0,625",,"0,041","2,0170","0,310",,
4iodo-4tetrahydroacridindecoy41,243,"-51,8",0,1,233,10,"0,311","0,625",,"0,041","2,0087","0,311",,
4iodo-4tetrahydroacridindecoy43,244,"-51,8",0,1,234,10,"0,312","0,625",,"0,041","2,0005","0,312",,
2iodo-3tetrahydroacridindecoy28,245,"-51,7",0,1,235,10,"0,314","0,625",,"0,041","1,9923","0,314",,
Donepezildecoy3,246,"-51,6",0,1,236,10,"0,315","0,625",,"0,041","1,9842","0,315",,
Donepezildecoy47,247,"-51,6",0,1,237,10,"0,316","0,625",,"0,040","1,9762","0,316",,
2iodo-4tetrahydroacridindecoy12,248,"-51,6",0,1,238,10,"0,318","0,625",,"0,040","1,9682","0,318",,
2iodo-4tetrahydroacridindecoy45,249,"-51,6",0,1,239,10,"0,319","0,625",,"0,040","1,9603","0,319",,
4iodo-3tetrahydroacridindecoy9,250,"-51,6",0,1,240,10,"0,320","0,625",,"0,040","1,9525","0,320",,
Donepezildecoy44,251,"-51,6",0,1,241,10,"0,321","0,625",,"0,040","1,9447","0,321",,
2iodo-3tetrahydroacridindecoy42,252,"-51,5",0,1,242,10,"0,323","0,625",,"0,040","1,9370","0,323",,
4iodo-4tetrahydroacridindecoy7,253,"-51,5",0,1,243,10,"0,324","0,625",,"0,040","1,9293","0,324",,
Donepezildecoy23,254,"-51,5",0,1,244,10,"0,325","0,625",,"0,039","1,9217","0,325",,
2iodo-3tetrahydroacridindecoy21,255,"-51,5",0,1,245,10,"0,327","0,625",,"0,039","1,9142","0,327",,
Donepezildecoy45,256,"-51,5",0,1,246,10,"0,328","0,625",,"0,039","1,9067","0,328",,
Donepezildecoy37,257,"-51,4",0,1,247,10,"0,329","0,625",,"0,039","1,8993","0,329",,
Heptyl-physostigminedecoy9,258,"-51,4",0,1,248,10,"0,330","0,625",,"0,039","1,8919","0,330",,
4iodo-2tetrahydroacridindecoy34,259,"-51,4",0,1,249,10,"0,332","0,625",,"0,039","1,8846","0,332",,
Donepezildecoy7,260,"-51,4",0,1,250,10,"0,333","0,625",,"0,038","1,8774","0,333",,
Donepezildecoy48,261,"-51,4",0,1,251,10,"0,334","0,625",,"0,038","1,8702","0,334",,
2iodo-4tetrahydroacridindecoy31,262,"-51,4",0,1,252,10,"0,335","0,625",,"0,038","1,8630","0,335",,
3iodo-2tetrahydroacridindecoy43,263,"-51,4",0,1,253,10,"0,337","0,625",,"0,038","1,8559","0,337",,
Heptyl-physostigminedecoy23,264,"-51,4",0,1,254,10,"0,338","0,625",,"0,038","1,8489","0,338",,
4iodo-2tetrahydroacridindecoy21,265,"-51,4",0,1,255,10,"0,339","0,625",,"0,038","1,8419","0,339",,
2iodo-4tetrahydroacridindecoy20,266,"-51,3",0,1,256,10,"0,341","0,625",,"0,038","1,8350","0,341",,
Donepezildecoy32,267,"-51,3",0,1,257,10,"0,342","0,625",,"0,037","1,8281","0,342",,
4iodo-2tetrahydroacridindecoy22,268,"-51,2",0,1,258,10,"0,343","0,625",,"0,037","1,8213","0,343",,
Heptyl-physostigminedecoy8,269,"-51,1",0,1,259,10,"0,344","0,625",,"0,037","1,8146","0,344",,
Donepezildecoy13,270,"-51,1",0,1,260,10,"0,346","0,625",,"0,037","1,8078","0,346",,
4iodo-2tetrahydroacridindecoy44,271,"-51,1",0,1,261,10,"0,347","0,625",,"0,037","1,8012","0,347",,
4iodo-4tetrahydroacridindecoy21,272,"-51,1",0,1,262,10,"0,348","0,625",,"0,037","1,7945","0,348",,
2iodo-2tetrahydroacridindecoy23,273,"-51,0",0,1,263,10,"0,350","0,625",,"0,037","1,7880","0,350",,
Donepezildecoy22,274,"-51,0",0,1,264,10,"0,351","0,625",,"0,036","1,7814","0,351",,
2iodo-2tetrahydroacridindecoy11,275,"-51,0",0,1,265,10,"0,352","0,625",,"0,036","1,7750","0,352",,
4iodo-4tetrahydroacridindecoy34,276,"-51,0",0,1,266,10,"0,353","0,625",,"0,036","1,7685","0,353",,
4iodo-2tetrahydroacridindecoy12,277,"-50,9",0,1,267,10,"0,355","0,625",,"0,036","1,7621","0,355",,
Tolserinedecoy32,278,"-50,9",0,1,268,10,"0,356","0,625",,"0,036","1,7558","0,356",,
2iodo-2tetrahydroacridindecoy16,279,"-50,9",0,1,269,10,"0,357","0,625",,"0,036","1,7495","0,357",,
2iodo-4tetrahydroacridindecoy10,280,"-50,8",0,1,270,10,"0,359","0,625",,"0,036","1,7433","0,359",,
2iodo-2tetrahydroacridindecoy35,281,"-50,8",0,1,271,10,"0,360","0,625",,"0,036","1,7371","0,360",,
4iodo-2tetrahydroacridindecoy36,282,"-50,8",0,1,272,10,"0,361","0,625",,"0,035","1,7309","0,361",,
2iodo-3tetrahydroacridindecoy24,283,"-50,7",0,1,273,10,"0,362","0,625",,"0,035","1,7248","0,362",,
2iodo-2tetrahydroacridindecoy46,284,"-50,6",0,1,274,10,"0,364","0,625",,"0,035","1,7187","0,364",,
2iodo-3tetrahydroacridindecoy41,285,"-50,6",0,1,275,10,"0,365","0,625",,"0,035","1,7127","0,365",,
Heptyl-physostigminedecoy10,286,"-50,6",0,1,276,10,"0,366","0,625",,"0,035","1,7067","0,366",,
Heptyl-physostigminedecoy19,287,"-50,6",0,1,277,10,"0,367","0,625",,"0,035","1,7007","0,367",,
4iodo-2tetrahydroacridindecoy4,288,"-50,6",0,1,278,10,"0,369","0,625",,"0,035","1,6948","0,369",,
2iodo-4tetrahydroacridindecoy35,289,"-50,5",0,1,279,10,"0,370","0,625",,"0,035","1,6890","0,370",,
Tolserinedecoy11,290,"-50,5",0,1,280,10,"0,371","0,625",,"0,034","1,6832","0,371",,
Heptyl-physostigminedecoy18,291,"-50,5",0,1,281,10,"0,373","0,625",,"0,034","1,6774","0,373",,
2iodo-4tetrahydroacridindecoy36,292,"-50,5",0,1,282,10,"0,374","0,625",,"0,034","1,6716","0,374",,
Donepezildecoy41,293,"-50,5",0,1,283,10,"0,375","0,625",,"0,034","1,6659","0,375",,
4iodo-3tetrahydroacridindecoy5,294,"-50,4",0,1,284,10,"0,376","0,625",,"0,034","1,6603","0,376",,
Tolserinedecoy50,295,"-50,4",0,1,285,10,"0,378","0,625",,"0,034","1,6546","0,378",,
3iodo-2tetrahydroacridindecoy9,296,"-50,3",0,1,286,10,"0,379","0,625",,"0,034","1,6490","0,379",,
Donepezildecoy2,297,"-50,3",0,1,287,10,"0,380","0,625",,"0,034","1,6435","0,380",,
2iodo-3tetrahydroacridindecoy11,298,"-50,3",0,1,288,10,"0,382","0,625",,"0,034","1,6380","0,382",,
3iodo-4tetrahydroacridindecoy7,299,"-50,3",0,1,289,10,"0,383","0,625",,"0,033","1,6325","0,383",,
4iodo-3tetrahydroacridindecoy11,300,"-50,3",0,1,290,10,"0,384","0,625",,"0,033","1,6270","0,384",,
Tolserinedecoy23,301,"-50,2",0,1,291,10,"0,385","0,625",,"0,033","1,6216","0,385",,
Heptyl-physostigminedecoy41,302,"-50,2",0,1,292,10,"0,387","0,625",,"0,033","1,6163","0,387",,
4iodo-2tetrahydroacridindecoy29,303,"-50,1",0,1,293,10,"0,388","0,625",,"0,033","1,6109","0,388",,
2iodo-2tetrahydroacridindecoy12,304,"-50,1",0,1,294,10,"0,389","0,625",,"0,033","1,6056","0,389",,
Donepezildecoy26,305,"-50,1",0,1,295,10,"0,391","0,625",,"0,033","1,6004","0,391",,
Heptyl-physostigminedecoy7,306,"-50,1",0,1,296,10,"0,392","0,625",,"0,033","1,5951","0,392",,
2iodo-3tetrahydroacridindecoy6,307,"-50,0",0,1,297,10,"0,393","0,625",,"0,033","1,5899","0,393",,
4iodo-2tetrahydroacridindecoy7,308,"-50,0",0,1,298,10,"0,394","0,625",,"0,032","1,5848","0,394",,
2iodo-2tetrahydroacridindecoy18,309,"-50,0",0,1,299,10,"0,396","0,625",,"0,032","1,5797","0,396",,
Heptyl-physostigminedecoy38,310,"-50,0",0,1,300,10,"0,397","0,625",,"0,032","1,5746","0,397",,
Heptyl-physostigminedecoy50,311,"-50,0",0,1,301,10,"0,398","0,625",,"0,032","1,5695","0,398",,
Heptyl-physostigminedecoy32,312,"-49,9",0,1,302,10,"0,399","0,625",,"0,032","1,5645","0,399",,
Heptyl-physostigminedecoy31,313,"-49,9",0,1,303,10,"0,401","0,625",,"0,032","1,5595","0,401",,
2iodo-3tetrahydroacridindecoy8,314,"-49,9",0,1,304,10,"0,402","0,625",,"0,032","1,5545","0,402",,
3iodo-4tetrahydroacridindecoy10,315,"-49,8",0,1,305,10,"0,403","0,625",,"0,032","1,5496","0,403",,
Heptyl-physostigminedecoy14,316,"-49,8",0,1,306,10,"0,405","0,625",,"0,032","1,5447","0,405",,
2iodo-2tetrahydroacridindecoy31,317,"-49,8",0,1,307,10,"0,406","0,625",,"0,032","1,5398","0,406",,
Heptyl-physostigmine,318,"-49,7",1,0,307,11,"0,407","0,688",,"0,035","1,6884","0,407",,
2iodo-2tetrahydroacridindecoy30,319,"-49,7",0,1,308,11,"0,408","0,688",,"0,034","1,6832","0,408",,
4iodo-3tetrahydroacridindecoy24,320,"-49,7",0,1,309,11,"0,410","0,688",,"0,034","1,6779","0,410",,
2iodo-2tetrahydroacridindecoy10,321,"-49,7",0,1,310,11,"0,411","0,688",,"0,034","1,6727","0,411",,
Donepezildecoy15,322,"-49,7",0,1,311,11,"0,412","0,688",,"0,034","1,6675","0,412",,
Donepezildecoy25,323,"-49,6",0,1,312,11,"0,414","0,688",,"0,034","1,6623","0,414",,
Tolserinedecoy8,324,"-49,6",0,1,313,11,"0,415","0,688",,"0,034","1,6572","0,415",,
Donepezildecoy36,325,"-49,6",0,1,314,11,"0,416","0,688",,"0,034","1,6521","0,416",,
Heptyl-physostigminedecoy1,326,"-49,5",0,1,315,11,"0,417","0,688",,"0,034","1,6470","0,417",,
2iodo-4tetrahydroacridindecoy49,327,"-49,5",0,1,316,11,"0,419","0,688",,"0,034","1,6420","0,419",,
4iodo-3tetrahydroacridindecoy21,328,"-49,5",0,1,317,11,"0,420","0,688",,"0,034","1,6370","0,420",,
Bis-tacrinedecoy21,329,"-49,5",0,1,318,11,"0,421","0,688",,"0,033","1,6320","0,421",,
4iodo-2tetrahydroacridindecoy5,330,"-49,5",0,1,319,11,"0,423","0,688",,"0,033","1,6270","0,423",,
2iodo-3tetrahydroacridindecoy26,331,"-49,4",0,1,320,11,"0,424","0,688",,"0,033","1,6221","0,424",,
Heptyl-physostigminedecoy27,332,"-49,4",0,1,321,11,"0,425","0,688",,"0,033","1,6172","0,425",,
Donepezildecoy33,333,"-49,4",0,1,322,11,"0,426","0,688",,"0,033","1,6124","0,426",,
3iodo-2tetrahydroacridindecoy6,334,"-49,4",0,1,323,11,"0,428","0,688",,"0,033","1,6076","0,428",,
3iodo-2tetrahydroacridindecoy30,335,"-49,4",0,1,324,11,"0,429","0,688",,"0,033","1,6028","0,429",,
2iodo-3tetrahydroacridindecoy15,336,"-49,4",0,1,325,11,"0,430","0,688",,"0,033","1,5980","0,430",,
3iodo-4tetrahydroacridindecoy31,337,"-49,4",0,1,326,11,"0,431","0,688",,"0,033","1,5933","0,431",,
3iodo-4tetrahydroacridindecoy49,338,"-49,3",0,1,327,11,"0,433","0,688",,"0,033","1,5885","0,433",,
2iodo-2tetrahydroacridindecoy2,339,"-49,3",0,1,328,11,"0,434","0,688",,"0,032","1,5839","0,434",,
2iodo-3tetrahydroacridindecoy18,340,"-49,3",0,1,329,11,"0,435","0,688",,"0,032","1,5792","0,435",,
2iodo-2tetrahydroacridindecoy7,341,"-49,3",0,1,330,11,"0,437","0,688",,"0,032","1,5746","0,437",,
Bis-tacrinedecoy22,342,"-49,3",0,1,331,11,"0,438","0,688",,"0,032","1,5700","0,438",,
Heptyl-physostigminedecoy24,343,"-49,3",0,1,332,11,"0,439","0,688",,"0,032","1,5654","0,439",,
4iodo-3tetrahydroacridindecoy23,344,"-49,3",0,1,333,11,"0,440","0,688",,"0,032","1,5608","0,440",,
4iodo-3tetrahydroacridindecoy20,345,"-49,2",0,1,334,11,"0,442","0,688",,"0,032","1,5563","0,442",,
Heptyl-physostigminedecoy39,346,"-49,1",0,1,335,11,"0,443","0,688",,"0,032","1,5518","0,443",,
2iodo-3tetrahydroacridindecoy5,347,"-49,1",0,1,336,11,"0,444","0,688",,"0,032","1,5473","0,444",,
Heptyl-physostigminedecoy11,348,"-49,1",0,1,337,11,"0,446","0,688",,"0,032","1,5429","0,446",,
2iodo-3tetrahydroacridindecoy3,349,"-49,1",0,1,338,11,"0,447","0,688",,"0,032","1,5385","0,447",,
2iodo-2tetrahydroacridindecoy17,350,"-49,1",0,1,339,11,"0,448","0,688",,"0,031","1,5341","0,448",,
4iodo-2tetrahydroacridindecoy50,351,"-49,1",0,1,340,11,"0,449","0,688",,"0,031","1,5297","0,449",,
Heptyl-physostigminedecoy40,352,"-49,0",0,1,341,11,"0,451","0,688",,"0,031","1,5254","0,451",,
2iodo-4tetrahydroacridindecoy2,353,"-49,0",0,1,342,11,"0,452","0,688",,"0,031","1,5210","0,452",,
2iodo-4tetrahydroacridindecoy5,354,"-49,0",0,1,343,11,"0,453","0,688",,"0,031","1,5167","0,453",,
4iodo-4tetrahydroacridindecoy40,355,"-48,9",0,1,344,11,"0,455","0,688",,"0,031","1,5125","0,455",,
3iodo-2tetrahydroacridindecoy35,356,"-48,9",0,1,345,11,"0,456","0,688",,"0,031","1,5082","0,456",,
Tolserinedecoy21,357,"-48,9",0,1,346,11,"0,457","0,688",,"0,031","1,5040","0,457",,
3iodo-4tetrahydroacridindecoy48,358,"-48,9",0,1,347,11,"0,458","0,688",,"0,031","1,4998","0,458",,
3iodo-2tetrahydroacridindecoy22,359,"-48,8",0,1,348,11,"0,460","0,688",,"0,031","1,4956","0,460",,
Heptyl-physostigminedecoy45,360,"-48,8",0,1,349,11,"0,461","0,688",,"0,031","1,4915","0,461",,
Donepezildecoy17,361,"-48,7",0,1,350,11,"0,462","0,688",,"0,030","1,4873","0,462",,
3iodo-2tetrahydroacridindecoy2,362,"-48,7",0,1,351,11,"0,464","0,688",,"0,030","1,4832","0,464",,
2iodo-4tetrahydroacridindecoy38,363,"-48,7",0,1,352,11,"0,465","0,688",,"0,030","1,4791","0,465",,
Tolserinedecoy44,364,"-48,7",0,1,353,11,"0,466","0,688",,"0,030","1,4751","0,466",,
2iodo-4tetrahydroacridindecoy4,365,"-48,7",0,1,354,11,"0,467","0,688",,"0,030","1,4710","0,467",,
Tolserinedecoy10,366,"-48,7",0,1,355,11,"0,469","0,688",,"0,030","1,4670","0,469",,
Donepezildecoy20,367,"-48,7",0,1,356,11,"0,470","0,688",,"0,030","1,4630","0,470",,
4iodo-3tetrahydroacridindecoy7,368,"-48,7",0,1,357,11,"0,471","0,688",,"0,030","1,4590","0,471",,
3iodo-2tetrahydroacridindecoy3,369,"-48,6",0,1,358,11,"0,472","0,688",,"0,030","1,4551","0,472",,
4iodo-2tetrahydroacridindecoy20,370,"-48,6",0,1,359,11,"0,474","0,688",,"0,030","1,4512","0,474",,
2iodo-2tetrahydroacridindecoy22,371,"-48,6",0,1,360,11,"0,475","0,688",,"0,030","1,4472","0,475",,
4iodo-2tetrahydroacridindecoy46,372,"-48,5",0,1,361,11,"0,476","0,688",,"0,030","1,4433","0,476",,
3iodo-2tetrahydroacridindecoy34,373,"-48,5",0,1,362,11,"0,478","0,688",,"0,029","1,4395","0,478",,
4iodo-2tetrahydroacridindecoy17,374,"-48,5",0,1,363,11,"0,479","0,688",,"0,029","1,4356","0,479",,
2iodo-4tetrahydroacridindecoy42,375,"-48,5",0,1,364,11,"0,480","0,688",,"0,029","1,4318","0,480",,
Tolserinedecoy33,376,"-48,4",0,1,365,11,"0,481","0,688",,"0,029","1,4280","0,481",,
2iodo-3tetrahydroacridindecoy2,377,"-48,4",0,1,366,11,"0,483","0,688",,"0,029","1,4242","0,483",,
Donepezildecoy46,378,"-48,4",0,1,367,11,"0,484","0,688",,"0,029","1,4204","0,484",,
Tolserinedecoy2,379,"-48,4",0,1,368,11,"0,485","0,688",,"0,029","1,4167","0,485",,
4iodo-4tetrahydroacridindecoy36,380,"-48,3",0,1,369,11,"0,487","0,688",,"0,029","1,4130","0,487",,
4iodo-4tetrahydroacridindecoy24,381,"-48,3",0,1,370,11,"0,488","0,688",,"0,029","1,4093","0,488",,
