Ligand,0
CadeiaC14,-7.204244444444444
CadeiaC16,-7.433185555555554
CadeiaC18,-8.104897777777778
EPH,-10.366132222222221
EPHcadeia1,-7.481907777777778
EPHcadeia2,-7.9328722222222225
JH-IIIester,-7.017522222222222
JHIIIesterDecoy1,-7.47421
JHIIIesterDecoy10,-6.007043333333335
JHIIIesterDecoy11,-6.50191111111111
JHIIIesterDecoy12,-6.810346666666667
JHIIIesterDecoy13,-7.506474444444444
JHIIIesterDecoy14,-7.99228888888889
JHIIIesterDecoy15,-7.299747777777778
JHIIIesterDecoy16,-5.172061111111112
JHIIIesterDecoy17,-6.922856666666667
JHIIIesterDecoy18,-8.14917111111111
JHIIIesterDecoy19,-7.20699
JHIIIesterDecoy2,-6.3232711111111115
JHIIIesterDecoy20,-7.569445555555556
JHIIIesterDecoy21,-7.503424444444445
JHIIIesterDecoy22,-5.774374444444445
JHIIIesterDecoy23,-6.182291111111112
JHIIIesterDecoy24,-5.121105555555555
JHIIIesterDecoy25,-6.232661111111111
JHIIIesterDecoy26,-6.574681111111111
JHIIIesterDecoy27,-6.588262222222223
JHIIIesterDecoy28,-5.195679999999999
JHIIIesterDecoy29,-5.866602222222222
JHIIIesterDecoy3,-6.9756744444444445
JHIIIesterDecoy30,-6.566073333333333
JHIIIesterDecoy31,-7.5201899999999995
JHIIIesterDecoy32,-5.910353333333333
JHIIIesterDecoy33,-7.712626666666668
JHIIIesterDecoy34,-8.600414444444445
JHIIIesterDecoy35,-6.882233333333333
JHIIIesterDecoy36,-6.625346666666666
JHIIIesterDecoy37,-6.293636666666667
JHIIIesterDecoy38,-7.22438
JHIIIesterDecoy39,-7.7773144444444435
JHIIIesterDecoy4,-8.010753333333334
JHIIIesterDecoy40,-6.6178300000000005
JHIIIesterDecoy41,-6.77155
JHIIIesterDecoy42,-6.7633922222222225
JHIIIesterDecoy43,-5.676736666666667
JHIIIesterDecoy44,-5.068773333333333
JHIIIesterDecoy45,-6.777307777777779
JHIIIesterDecoy46,-6.291818888888888
JHIIIesterDecoy47,-6.165387777777777
JHIIIesterDecoy48,-5.511215555555555
JHIIIesterDecoy49,-8.096586666666665
JHIIIesterDecoy5,-7.316106666666667
JHIIIesterDecoy50,-7.68489
JHIIIesterDecoy6,-6.921555555555556
JHIIIesterDecoy7,-7.334274444444444
JHIIIesterDecoy8,-6.398665555555556
JHIIIesterDecoy9,-6.628596666666667
LPP,-10.158762222222222
LPPcadeia1,-7.607715555555555
LPPcadeia2,-7.515746666666668
PhosphatidylethanolamineC160C181,-10.3247
PhosphatidylethanolamineC181C160,-10.470673333333336
PhosphatidylethanolamineC181C181,-10.86385
PhosphatidylglycerolC140C160,-9.938180000000001
PhosphatidylglycerolC160C140,-10.20407
PhosphatidylglycerolC160C181,-10.694592222222221
PhosphatidylglycerolC181C160,-10.675585555555557
acidograxoC140,-7.095448888888889
acidograxoC160,-7.527073333333334
acidograxoC181,-8.227497777777778
fattyacidsDecoy1,-10.496954444444446
fattyacidsDecoy100,-10.63252888888889
fattyacidsDecoy1005,-10.999776666666664
fattyacidsDecoy1006,-10.761585555555554
fattyacidsDecoy1007,-10.001767777777777
fattyacidsDecoy1008,-10.802573333333333
fattyacidsDecoy101,-10.473741111111112
fattyacidsDecoy1018,-11.04438888888889
fattyacidsDecoy102,-11.227657777777777
fattyacidsDecoy1020,-8.880673333333332
fattyacidsDecoy1037,-10.384384444444443
fattyacidsDecoy1042,-10.001515555555555
fattyacidsDecoy1043,-9.48091111111111
fattyacidsDecoy1046,-11.071855555555556
fattyacidsDecoy1051,-9.795143333333334
fattyacidsDecoy1052,-10.84137
fattyacidsDecoy1055,-11.380376666666669
fattyacidsDecoy1056,-10.802398888888888
fattyacidsDecoy1057,-10.573255555555555
fattyacidsDecoy1059,-10.111862222222221
fattyacidsDecoy1060,-9.370503333333334
fattyacidsDecoy1061,-10.587284444444444
fattyacidsDecoy1064,-10.135934444444445
fattyacidsDecoy1065,-11.018002222222222
fattyacidsDecoy107,-10.698576666666668
fattyacidsDecoy1077,-10.600082222222222
fattyacidsDecoy108,-10.265793333333335
fattyacidsDecoy1080,-10.46037777777778
fattyacidsDecoy1081,-11.867344444444443
fattyacidsDecoy1083,-10.031117777777778
fattyacidsDecoy1085,-12.044812222222221
fattyacidsDecoy1086,-10.667853333333333
fattyacidsDecoy1087,-10.948456666666667
fattyacidsDecoy1089,-9.369018888888888
fattyacidsDecoy1090,-9.192126666666667
fattyacidsDecoy1091,-9.342782222222224
fattyacidsDecoy1092,-10.37703222222222
fattyacidsDecoy1094,-9.670452222222224
fattyacidsDecoy1095,-11.980034444444444
fattyacidsDecoy1096,-11.132309999999999
fattyacidsDecoy1097,-11.216304444444445
fattyacidsDecoy1098,-10.224843333333332
fattyacidsDecoy1099,-10.636517777777778
fattyacidsDecoy110,-11.487610000000002
fattyacidsDecoy1103,-10.026016666666665
fattyacidsDecoy1105,-9.632053333333333
fattyacidsDecoy1109,-10.396496666666666
fattyacidsDecoy1113,-11.048499999999999
fattyacidsDecoy1118,-10.360395555555556
fattyacidsDecoy112,-10.317112222222223
fattyacidsDecoy1122,-10.07990888888889
fattyacidsDecoy1124,-9.761963333333334
fattyacidsDecoy1125,-10.512741111111112
fattyacidsDecoy1126,-9.593622222222223
fattyacidsDecoy1127,-10.168088888888889
fattyacidsDecoy1128,-9.601785555555557
fattyacidsDecoy1133,-10.42112
fattyacidsDecoy1134,-9.159543333333334
fattyacidsDecoy1137,-11.024582222222222
fattyacidsDecoy1138,-12.048045555555555
fattyacidsDecoy1139,-11.17697222222222
fattyacidsDecoy1141,-10.620973333333332
fattyacidsDecoy115,-9.05168222222222
fattyacidsDecoy1158,-10.192072222222222
fattyacidsDecoy116,-10.20711111111111
fattyacidsDecoy1162,-10.410928888888888
fattyacidsDecoy1165,-9.941913333333334
fattyacidsDecoy1166,-11.290787777777778
fattyacidsDecoy1167,-9.66502888888889
fattyacidsDecoy1168,-10.539247777777776
fattyacidsDecoy117,-11.120431111111111
fattyacidsDecoy1170,-9.910893333333332
fattyacidsDecoy1175,-11.477395555555555
fattyacidsDecoy1178,-11.197075555555555
fattyacidsDecoy1179,-10.02359
fattyacidsDecoy1180,-10.983987777777777
fattyacidsDecoy1182,-11.223965555555557
fattyacidsDecoy1183,-11.484002222222221
fattyacidsDecoy1185,-10.451693333333333
fattyacidsDecoy1187,-10.986397777777777
fattyacidsDecoy1188,-10.089781111111114
fattyacidsDecoy119,-11.498681111111113
fattyacidsDecoy1192,-9.614074444444443
fattyacidsDecoy1193,-11.946423333333334
fattyacidsDecoy1196,-9.77199888888889
fattyacidsDecoy1197,-9.325195555555556
fattyacidsDecoy12,-9.864695555555555
fattyacidsDecoy1208,-11.822078888888889
fattyacidsDecoy1210,-10.983898888888888
fattyacidsDecoy1211,-10.494366666666666
fattyacidsDecoy1212,-10.79956111111111
fattyacidsDecoy1216,-11.325988888888892
fattyacidsDecoy1219,-9.311010000000001
fattyacidsDecoy122,-10.313777777777778
fattyacidsDecoy1220,-12.247094444444443
fattyacidsDecoy1221,-10.536901111111112
fattyacidsDecoy1223,-10.800785555555555
fattyacidsDecoy1225,-10.231075555555556
fattyacidsDecoy1226,-10.418378888888888
fattyacidsDecoy1229,-10.111456666666667
fattyacidsDecoy123,-10.34415
fattyacidsDecoy1231,-11.1743
fattyacidsDecoy1233,-11.32679888888889
fattyacidsDecoy1234,-11.656662222222222
fattyacidsDecoy1238,-9.814755555555555
fattyacidsDecoy1241,-10.991426666666667
fattyacidsDecoy1243,-10.017424444444444
fattyacidsDecoy1249,-9.610795555555555
fattyacidsDecoy125,-11.580704444444445
fattyacidsDecoy1251,-10.629444444444443
fattyacidsDecoy126,-10.31290111111111
fattyacidsDecoy1263,-10.265775555555555
fattyacidsDecoy1264,-11.377623333333332
fattyacidsDecoy1269,-9.647633333333333
fattyacidsDecoy1270,-10.366975555555557
fattyacidsDecoy1271,-10.544567777777777
fattyacidsDecoy1273,-11.561776666666667
fattyacidsDecoy1274,-10.119824444444445
fattyacidsDecoy128,-11.853245555555555
fattyacidsDecoy1282,-10.874342222222223
fattyacidsDecoy1284,-10.406588888888889
fattyacidsDecoy1286,-10.162653333333333
fattyacidsDecoy1288,-11.22940111111111
fattyacidsDecoy1289,-11.560027777777778
fattyacidsDecoy129,-9.715005555555555
fattyacidsDecoy1291,-10.515725555555555
fattyacidsDecoy1301,-10.254761111111113
fattyacidsDecoy1304,-9.606525555555555
fattyacidsDecoy1305,-9.83186
fattyacidsDecoy1306,-9.766241111111109
fattyacidsDecoy1307,-9.014486666666668
fattyacidsDecoy1308,-10.74151111111111
fattyacidsDecoy131,-9.833274444444445
fattyacidsDecoy1310,-11.915677777777779
fattyacidsDecoy1311,-11.39086222222222
fattyacidsDecoy1312,-9.668136666666667
fattyacidsDecoy1313,-9.560617777777779
fattyacidsDecoy1316,-10.91272
fattyacidsDecoy1319,-10.866286666666666
fattyacidsDecoy132,-9.667328888888889
fattyacidsDecoy1320,-10.572989999999999
fattyacidsDecoy1321,-11.173746666666666
fattyacidsDecoy1322,-9.463651111111112
fattyacidsDecoy1323,-10.741785555555557
fattyacidsDecoy1324,-9.322925555555555
fattyacidsDecoy1325,-10.03344
fattyacidsDecoy1329,-10.991025555555558
fattyacidsDecoy1341,-9.850005555555557
fattyacidsDecoy1344,-9.803037777777776
fattyacidsDecoy1345,-11.442586666666665
fattyacidsDecoy1349,-11.462874444444445
fattyacidsDecoy1350,-10.660226666666667
fattyacidsDecoy1353,-8.971397777777776
fattyacidsDecoy1354,-9.382306666666667
fattyacidsDecoy1355,-9.128248888888889
fattyacidsDecoy1356,-10.253796666666666
fattyacidsDecoy1358,-9.390755555555556
fattyacidsDecoy1360,-11.72050111111111
fattyacidsDecoy1361,-10.311206666666665
fattyacidsDecoy1362,-10.542266666666668
fattyacidsDecoy1363,-9.98891888888889
fattyacidsDecoy1364,-10.907417777777779
fattyacidsDecoy1365,-10.325133333333333
fattyacidsDecoy1368,-10.680804444444442
fattyacidsDecoy1369,-9.809562222222223
fattyacidsDecoy137,-9.634503333333335
fattyacidsDecoy1370,-10.8334
fattyacidsDecoy1371,-10.17773111111111
fattyacidsDecoy1372,-9.161723333333333
fattyacidsDecoy1373,-10.225102222222224
fattyacidsDecoy1374,-10.115463333333333
fattyacidsDecoy1375,-10.372921111111111
fattyacidsDecoy1376,-10.195163333333333
fattyacidsDecoy1377,-11.144142222222222
fattyacidsDecoy1379,-9.742377777777778
fattyacidsDecoy1380,-9.415153333333334
fattyacidsDecoy1381,-10.283331111111112
fattyacidsDecoy1385,-10.837768888888888
fattyacidsDecoy1386,-10.89264
fattyacidsDecoy1388,-9.749644444444444
fattyacidsDecoy1389,-11.168022222222222
fattyacidsDecoy139,-9.87358888888889
fattyacidsDecoy1390,-10.923998888888889
fattyacidsDecoy1392,-10.995955555555556
fattyacidsDecoy1393,-10.426842222222222
fattyacidsDecoy1394,-10.627195555555554
fattyacidsDecoy1396,-9.515707777777777
fattyacidsDecoy1397,-9.971186666666666
fattyacidsDecoy1398,-8.962383333333333
fattyacidsDecoy140,-10.077011111111112
fattyacidsDecoy1400,-9.689882222222222
fattyacidsDecoy1401,-11.478106666666667
fattyacidsDecoy1402,-11.261989999999999
fattyacidsDecoy1403,-12.254815555555554
fattyacidsDecoy1404,-10.087581111111112
fattyacidsDecoy1405,-10.596407777777777
fattyacidsDecoy1406,-12.012153333333332
fattyacidsDecoy141,-10.028762222222221
fattyacidsDecoy1422,-10.380308888888889
fattyacidsDecoy1425,-9.9249
fattyacidsDecoy1426,-11.718002222222223
fattyacidsDecoy1427,-10.639096666666667
fattyacidsDecoy1429,-10.10889
fattyacidsDecoy1430,-10.131751111111113
fattyacidsDecoy1431,-9.590915555555556
fattyacidsDecoy1432,-11.173965555555554
fattyacidsDecoy1433,-10.32479
fattyacidsDecoy1434,-10.452818888888888
fattyacidsDecoy1435,-9.36296
fattyacidsDecoy144,-9.401
fattyacidsDecoy145,-9.062911111111111
fattyacidsDecoy146,-11.362197777777778
fattyacidsDecoy150,-11.933264444444445
fattyacidsDecoy152,-10.409325555555556
fattyacidsDecoy153,-10.016676666666667
fattyacidsDecoy155,-10.746163333333334
fattyacidsDecoy157,-11.069802222222222
fattyacidsDecoy16,-8.830302222222222
fattyacidsDecoy166,-9.855826666666667
fattyacidsDecoy167,-10.499270000000001
fattyacidsDecoy169,-10.195163333333333
fattyacidsDecoy170,-10.598238888888888
fattyacidsDecoy172,-10.534646666666667
fattyacidsDecoy175,-11.755778888888889
fattyacidsDecoy176,-11.138449999999999
fattyacidsDecoy177,-11.73379222222222
fattyacidsDecoy178,-11.366771111111111
fattyacidsDecoy179,-10.370892222222222
fattyacidsDecoy18,-9.96542111111111
fattyacidsDecoy180,-10.524045555555555
fattyacidsDecoy182,-11.235618888888888
fattyacidsDecoy183,-10.582427777777779
fattyacidsDecoy184,-10.808317777777779
fattyacidsDecoy185,-11.303385555555556
fattyacidsDecoy186,-10.900415555555556
fattyacidsDecoy189,-9.759574444444445
fattyacidsDecoy190,-11.302021111111111
fattyacidsDecoy191,-10.639337777777778
fattyacidsDecoy196,-11.018693333333333
fattyacidsDecoy197,-11.338598888888889
fattyacidsDecoy198,-11.389053333333331
fattyacidsDecoy199,-10.562383333333335
fattyacidsDecoy201,-10.407144444444445
fattyacidsDecoy203,-10.125843333333334
fattyacidsDecoy204,-10.108087777777778
fattyacidsDecoy205,-11.235073333333334
fattyacidsDecoy206,-10.241513333333335
fattyacidsDecoy207,-11.846566666666666
fattyacidsDecoy208,-9.894958888888889
fattyacidsDecoy209,-11.04145
fattyacidsDecoy210,-10.202926666666668
fattyacidsDecoy216,-10.305357777777777
fattyacidsDecoy218,-11.692507777777777
fattyacidsDecoy219,-11.603646666666668
fattyacidsDecoy223,-11.219955555555556
fattyacidsDecoy224,-11.366461111111112
fattyacidsDecoy225,-10.934811111111111
fattyacidsDecoy227,-10.990656666666666
fattyacidsDecoy228,-11.880159999999998
fattyacidsDecoy229,-8.67418
fattyacidsDecoy23,-10.936322222222222
fattyacidsDecoy231,-10.916229999999999
fattyacidsDecoy235,-9.493733333333333
fattyacidsDecoy236,-9.842714444444445
fattyacidsDecoy239,-9.215175555555556
fattyacidsDecoy24,-11.557694444444445
fattyacidsDecoy241,-10.348953333333334
fattyacidsDecoy242,-11.095519999999999
fattyacidsDecoy245,-10.854060000000002
fattyacidsDecoy246,-10.813175555555555
fattyacidsDecoy247,-10.324912222222222
fattyacidsDecoy248,-11.14609222222222
fattyacidsDecoy249,-12.300654444444445
fattyacidsDecoy25,-10.278064444444446
fattyacidsDecoy250,-9.890798888888888
fattyacidsDecoy254,-9.954673333333334
fattyacidsDecoy255,-10.749216666666667
fattyacidsDecoy256,-11.201504444444446
fattyacidsDecoy257,-10.500115555555555
fattyacidsDecoy26,-11.408025555555556
fattyacidsDecoy265,-10.2099
fattyacidsDecoy269,-11.275325555555556
fattyacidsDecoy270,-6.403733333333332
